code,descripcion,costo,precio1,precio2,precio3,precio4,precio5
7791014002472,TULIPAN X 2 U.,25,0,0,0,0,0
7791014090325,TULIPAN X 3U.,768,0,0,0,0,0
7791014090332,TULIPAN ,174,0,0,0,0,0
7791014090349,TULIPAN X 8 U.,26,0,0,0,0,0
7791014121289,TULIPAN X 17 ,550,0,0,0,0,0
7791019000053,COPOS DE MAIZ X 150 G,192,0,0,0,0,0
7791019000060,AZUCARADOS 3 ARROYOS 200GR,250,0,0,0,0,0
7791019000107,CEREAL MIX TRES ARROYOS X 350G,355,0,0,0,0,0
7791019170305,REDONDITOS 3 ARROYOS X 210G,408,0,0,0,0,0
7791019171708,AVENA INSTANTANEA TRE ARROYOS X 350G,137,0,0,0,0,0
7791019171715,AVENA TRADICIONAL TRES ARROYOS X 400G,232,0,0,0,0,0
7791019171890,ARITOS FRUTADOS TRES ARROYOS ,125,0,0,0,0,0
7791019172781,COPOS AZUCARADOS X 240 GR.,38,0,0,0,0,0
7791019175539,COPOS DE MAIZ FRUTILLA TRES ARROYOS,98,0,0,0,0,0
7791019175546,COPO DE MAIZ CHOCOLATE TRE ARROYOS X 200,98,0,0,0,0,0
7791019175607,BIZCOCHUELO 3 ARROYOS VAINILLA,380,0,0,0,0,0
7791019175614,BIZCOCHUELO 3 ARROLLOS CHOCOLATE ,276,0,0,0,0,0
7791070000023,CAMPANITA X 3 ,11,0,0,0,0,0
7791070000030,ROLLO CAMPANITAS X 3 ,350,0,0,0,0,0
7791070000047,CAMPANITA ULTRA SOFT 60 PAÑOS X 3 U.,68,0,0,0,0,0
7791070000078,PAPEL CAMPANITA X 4 U,161,0,0,0,0,0
7791070000412,CAMPANITA X 2 200 PAÑOS ,65,0,0,0,0,0
7791070000474,CAMPANITA SOFT XL PLUS 80 MTS X 4 U.,116,0,0,0,0,0
7791070000573,CAMPANITA X 70 U.,9,0,0,0,0,0
7791070000696,CAMPANITA TEXTURADO,1019,0,0,0,0,0
7791070002102,HIGIENICO CAMPANITA X 6 UD,"4,25",0,0,0,0,0
7791070002959,ROLLO COCINA  X 3 CELESTIAL,145,0,0,0,0,0
7791070003192,ROLLO D COCINA CAMPANITAX3UN,"2,5415",0,0,0,0,0
7791070003222,ROLLO SOL MAYOR X 3 U.,300,0,0,0,0,0
7791070003628,ROLLO X 3 U.,10,0,0,0,0,0
7791070005103,PAPEL CAMPANITA SOFT XL 4X80METROS,339,0,0,0,0,0
7791070005608,PAPEL 50 MTS,25,0,0,0,0,0
7791070005615,CAMPANITA X 200 PAÑOS,1175,0,0,0,0,0
7791070005714,ROLLO SOL MAYOR X 200 PAÑOS,394,0,0,0,0,0
7791088149738,BLOCK HOJAS,90,0,0,0,0,0
7791088164328,BLOCK CARTULINA CREATIVA,140,0,0,0,0,0
7791088168418,BLOCK COLOR,125,0,0,0,0,0
7791100000023,AZUCAR CHANGO X 500 G,350,0,0,0,0,0
7791100000481,AZUCAR CHANGO X 1 KG.,"61,9",0,0,0,0,0
7791100046137,AZUCAR BAJAS CALORIAS ,45,0,0,0,0,0
7791101260051,BINGO CHICO,100,0,0,0,0,0
7791109050319,ATUN X120 GRS,"1,25",0,0,0,0,0
7791110001874,MANERA MOSTACHOLE ,"8,5",0,0,0,0,0
7791110003069,MANERA ,"7,5",0,0,0,0,0
7791111050208,JABON SIGNO X 200 GR.,"1,7",0,0,0,0,0
7791113000249,CACAO EMETH ,170,0,0,0,0,0
7791113000263,MERME EMETH X 500 GRS DURAZNO,"2,5",0,0,0,0,0
7791113000270,MERME EMETH XX 500 GRS FRUTILLA,"2,5",0,0,0,0,0
7791113000294,MERME  EMETH X 500 GRS CIRUELA,"2,5",0,0,0,0,0
7791113000300,MERME EMETH  500 GRS DAMASCO,"2,5",0,0,0,0,0
7791113000317,MERMELADAS EMETH ,"2,5",0,0,0,0,0
7791113000478,D MENBRILLO CAJON X 5 KGRS,"7,055",0,0,0,0,0
7791113000607,FLAN EMETH CHOCOLATE,47,0,0,0,0,0
7791113000621,D BATATA CAJON X 5KGRS,"6,8439",0,0,0,0,0
7791113000690,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113000805,BATATA C CHOCOLATE CAJON X 5 KGRS,"6,8439",0,0,0,0,0
7791113000904,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113000911,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113000928,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113000935,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113000942,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113000959,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113001154,GELATINA EMETH DURAZNO ,58,0,0,0,0,0
7791113001161,GELATINA EMETH FRAMBUESA,58,0,0,0,0,0
7791113001178,GELATINA EMETH FRUTILLA ,58,0,0,0,0,0
7791113001192,MERMELADA EMETH PLASTICO,71,0,0,0,0,0
7791113001215,EMETH LIGHT ,44,0,0,0,0,0
7791113001222,MERMELADA EMETH PLASTICO,349,0,0,0,0,0
7791113001239,MERMELADA EMETH PLASTICO,71,0,0,0,0,0
7791113001284,MERMELADA EMETH LIGHT PLASTICO,71,0,0,0,0,0
7791113001291,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113001307,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113001345,MERMELADAS EMETH,"3,1",0,0,0,0,0
7791113001352,MERMELADAS EMETH,"3,5",0,0,0,0,0
7791113001369,MERMELADA EMETH,"3,9",0,0,0,0,0
7791113001376,MERMELADAS EMETH ,"3,5",0,0,0,0,0
7791113001383,MERMELADAS EMTH ,"3,2",0,0,0,0,0
7791113001390,MERMELADAS EMETH,"3,2",0,0,0,0,0
7791113001420,BIZCOCHUELO EMETH VAINILLA CON CHIPS,109,0,0,0,0,0
7791113001529,FLAN EMETH DULCE DE LECHE ,47,0,0,0,0,0
7791113001536,FLAN EMETH VAINILLA,47,0,0,0,0,0
7791113001567,EMETH MEMBRILLO ,"8,5",0,0,0,0,0
7791113001598,POSTRE EMEH CHOCOLATE ,63,0,0,0,0,0
7791113001604,POSTRE EMETH DULCE DE LECHE ,63,0,0,0,0,0
7791113001611,POSTRE EMETH VAINILLA,63,0,0,0,0,0
7791113001758,FLAN LIGHT EMETH CHOCOLATE ,49,0,0,0,0,0
7791113001765,FLAN LIGHT EMETH DULCE DE LECHE ,49,0,0,0,0,0
7791113001840,FLAN LAIGTH EMETH ,49,0,0,0,0,0
7791113001888,GELATINA LIGHT EMETH ANANA ,58,0,0,0,0,0
7791113001895,GELATINA LIGHT EMETH CERZA ,58,0,0,0,0,0
7791113001970,GELATINA LIGHT EMETH FRAMBUEZA ,58,0,0,0,0,0
7791113002151,GELATINA LIGHT EMETH FRUTILLA,58,0,0,0,0,0
7791113002168,GELATINA EMETH ANANA,58,0,0,0,0,0
7791113002175,GELATINA EMETH NARANJA,58,0,0,0,0,0
7791113002328,MERMELADA EMETH LIGHT,143,0,0,0,0,0
7791113002458,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113002663,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113002731,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113002847,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113003356,MERMELADA EMETH PLASTICO,633,0,0,0,0,0
7791113003417,MERMELADA EMETH PLASTICO,633,0,0,0,0,0
7791113003424,MERMELADA EMETH PLASTICO,265,0,0,0,0,0
7791113003783,MERMELADA EMETH PLASTICO,68,0,0,0,0,0
7791113003790,MERMELADA EMETH PLASTICO,350,0,0,0,0,0
7791113004056,EMETH PLASTICO,68,0,0,0,0,0
7791113004308,BISCOCHUELO LIMON ,98,0,0,0,0,0
7791113004445,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113004520,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791113004582,BISCOCHUELO EMETH NARANJA ,98,0,0,0,0,0
7791113004599,BISCOCHUELO EMETH VAINILLA X 450 GR.,98,0,0,0,0,0
7791113004605,BISCOCHUELO EMETH CHOCOLATE X 450 GR.,109,0,0,0,0,0
7791113004612,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113004629,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113004780,CHIPA EMETH X 250 G,115,0,0,0,0,0
7791113005367,GELATINA EMETH X120G,0,0,0,0,0,0
7791113005374,GELATINA EMETH,0,0,0,0,0,0
7791113005466,BISCOCHUELO ,"8,5",0,0,0,0,0
7791113006159,FLAN EMETH ,"1,2",0,0,0,0,0
7791113006838,MERMELADA EMETH PLASTICO,68,0,0,0,0,0
7791113006845,MERMELADA EMETH PLASTICO,71,0,0,0,0,0
7791113006913,MERMELADA EMETH PLASTICO,71,0,0,0,0,0
7791113006920,MERMELADA EMETH PLASTICO,68,0,0,0,0,0
7791113006937,MERMELADA EMETH LIGHT ,143,0,0,0,0,0
7791113006944,MERMELADA EMETH VIDRIO,143,0,0,0,0,0
7791118000077,MALTA EL POCILLO,"5,5",0,0,0,0,0
7791118000091,CAFE BESSONE CAPPUCINO,"6,8",0,0,0,0,0
7791118000107,CAFE BESSONE X50 G,8,0,0,0,0,0
7791118000213,MALTA WALTIFE ,10,0,0,0,0,0
7791118000275,BESSONE RINDE 2,"1,3",0,0,0,0,0
7791118000305,BESSONE RINDE 2 ,"1,3",0,0,0,0,0
7791118000350,JUGO BESSONE,21,0,0,0,0,0
7791118000503,MALTA EL POCILLO,1281,0,0,0,0,0
7791118000534,EL POCILLO ,10,0,0,0,0,0
7791118000695,CAFE BESONE ,"5,8",0,0,0,0,0
7791118000701,CAFE BESSONE X100 G,17,0,0,0,0,0
7791118000770,CAPUCHINO ,"7,2",0,0,0,0,0
7791118000824,MALTA EL POCILLO 125GR,267,0,0,0,0,0
7791118000831,MALTIFE MALTA ,172,0,0,0,0,0
7791118000855,CAPPUCCINO BESSONE,93,0,0,0,0,0
7791118001197,BUDIN BESSONE X 250G,"1,2",0,0,0,0,0
7791118001234, BUDIN  BESSONE X 250G,"1,3",0,0,0,0,0
7791118001241,BUDIN BESSONE X 250G,"1,3",0,0,0,0,0
7791118001272,BESSONE X 14 U,21,0,0,0,0,0
7791118001395,PAN DULCE BESSONE X 400G,114,0,0,0,0,0
7791118001425,BUDIN BESSONE X 250G,"1,2",0,0,0,0,0
7791118002217,MLT EL POSILLO ,"6,3",0,0,0,0,0
7791118002224,EL POCILLO MALTA X 170 GR.,17,0,0,0,0,0
7791118012551,MALTA EL POCILLO 125GR,321,0,0,0,0,0
7791118012841,MINI CRACKERS SANDWICH LHERITIER,"14,2",0,0,0,0,0
7791118012858,MINI CRACKERS SALVADO LHERITIER,"14,2",0,0,0,0,0
7791118012865,MINI CRACKERS 5 SEMILLAS LHERITIER,"14,2",0,0,0,0,0
7791118013138,MALTA EL POCILLO INTENSO X 170G,566,0,0,0,0,0
7791120001451,ARROZ KNORR X 1 KG.,200,0,0,0,0,0
7791120031557,ARROS ALA X1KG ,50,0,0,0,0,0
7791120031564,ARROZ ALA X 500 GRS,31,0,0,0,0,0
7791120031656,APOSTOLES X 1 KG.,"3,3",0,0,0,0,0
7791120032554,ARROZ 53 X 1KG,"8,8",0,0,0,0,0
7791120032561,ARROZ 53 X 500G.,"4,2",0,0,0,0,0
7791120037566,ARROZ MOLINOS ALA NO SE PASA 500GR,50,0,0,0,0,0
7791120099816,ARROZ MOLINOS ALA X 1 KG.,60,0,0,0,0,0
7791120099854,ARROZ MOLINOS ALA GRANO SELECTO X 1 KG,100,0,0,0,0,0
7791120100093,ARROZ MOLINOS ALA X 500 G,145,0,0,0,0,0
7791120100857,ARROZ MOLINOS ALA X 1 KG,1684,0,0,0,0,0
7791122000681,CAFE VELEZ X 125G ,151,0,0,0,0,0
7791122002906,CAFE EN SAQUITO VELEZ X 25 U,169,0,0,0,0,0
7791130001113,HARPIC NEGRO ,15,0,0,0,0,0
7791130001229,WOOLITE X 450 ML.,17,0,0,0,0,0
7791130001281,WOOLITE X 120 ML.,5,0,0,0,0,0
7791130001311,WOOLITE X 450 ML.,17,0,0,0,0,0
7791130001328,WOOLITE X 450 ML.,17,0,0,0,0,0
7791130001335,WOOLITE X 120 ML.,5,0,0,0,0,0
7791130001359,WOOLITE X 120 ML.,5,0,0,0,0,0
7791130001397,HARPIC TRIPLE ACCION ,14,0,0,0,0,0
7791130001410,HARPIC ,14,0,0,0,0,0
7791130001663,POMADA COBRA,640,0,0,0,0,0
7791130001670,POMADA COBRA ,640,0,0,0,0,0
7791130001687,POMADA LIQUIDA COBRA,820,0,0,0,0,0
7791130001694,POMADA LIQUIDA COBRA,680,0,0,0,0,0
7791130001731,VANISH POWERGEL,22,0,0,0,0,0
7791130002004,PROCENEX ,8,0,0,0,0,0
7791130002011,POMADA COBRA X 36.G.S,5,0,0,0,0,0
7791130002028,COBRA MARRON OSCURO X 36.G.S,"2,04",0,0,0,0,0
7791130002400,DETTOL ESPADOL,20,0,0,0,0,0
7791130002417,DETTOL ESPADOL ,20,0,0,0,0,0
7791130002721,COBRA INCOLORA ,"3,3",0,0,0,0,0
7791130002738,POMADA COBRA ,13,0,0,0,0,0
7791130002899,POMADA COBRA X 36G,"1,5725",0,0,0,0,0
7791130003544,PASTILLA HARPIC,22,0,0,0,0,0
7791130006088,PROCENEX X 1.8 LTS,24,0,0,0,0,0
7791130008402,JABON ESPADOL FRESH X 2.U.D,"3,7",0,0,0,0,0
7791130008433,ESPADOL DETTOL X 2 X 180G,"3,7",0,0,0,0,0
7791130008457,ESPADOL X2 U. ,"3,7",0,0,0,0,0
7791130008709,LIMPIADOR LYSOL,11,0,0,0,0,0
7791130008730,LIMPIADOR LYSOL ,11,0,0,0,0,0
7791130008754,LIMPIADOR LYSOL,11,0,0,0,0,0
7791130009133,LIMPIADOR LYSOL,11,0,0,0,0,0
7791130011013,WOOLITE,5,0,0,0,0,0
7791130012102,WOOLITE ROPA COLOR ,"8,5",0,0,0,0,0
7791130016384,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130018029,JABON ESPADOL SKINCARE,"1,836",0,0,0,0,0
7791130018036,JABON ESPADOL  ORIGINAL ,"1,836",0,0,0,0,0
7791130018142,ESPADOL FRESH X 180G,"3,7",0,0,0,0,0
7791130021036,WOOLITE ,5,0,0,0,0,0
7791130026000,PROCENEX ,"2,85",0,0,0,0,0
7791130026024,PROCENEX ,13,0,0,0,0,0
7791130026031,PROCENEX ,"2,4",0,0,0,0,0
7791130026093,PROCENEX ,"2,4",0,0,0,0,0
7791130026246,PROCENEX ,"3,5",0,0,0,0,0
7791130026277,PROCENEX ,"2,3",0,0,0,0,0
7791130026352,PROCENEX ,"2,85",0,0,0,0,0
7791130026376,PROCENEX ,"2,85",0,0,0,0,0
7791130026666,PROCENENEX X 900 ML.,"3,5",0,0,0,0,0
7791130026741,PROCENEX ,"3,5",0,0,0,0,0
7791130029018,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130036030,PROCENEX LIMON X 900 ML.,"3,5",0,0,0,0,0
7791130036092,PROCENEX PINO X 900 ML.,"3,5",0,0,0,0,0
7791130036351,PROCENEX FLORES DE JARDIN X 900 ML.,"3,5",0,0,0,0,0
7791130036665,PROCENEX FRUTAS SILVESTRE X 900 ML.,"3,5",0,0,0,0,0
7791130038034,ESPADOL ORIGINAL ,"3,5",0,0,0,0,0
7791130039024,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130039109,PROCENEX X 1.8 LTS,24,0,0,0,0,0
7791130039116,PROCENEX X 1.8 LTS,24,0,0,0,0,0
7791130052733,JABON ESPADOL ORIGINAL X3 ,160,0,0,0,0,0
7791130052788,ESPADOL DETTOL,11,0,0,0,0,0
7791130104326,HARPIC POWER PLUS ,7,0,0,0,0,0
7791130133456,PROCENEX X 5 LTS ,51,0,0,0,0,0
7791130133494,PROCENEX X 5 LTS,52,0,0,0,0,0
7791130133517,PROCENEX X 5 LTS.,52,0,0,0,0,0
7791130136006,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130136013,PROCENEX X 1.8 LTS,24,0,0,0,0,0
7791130136020,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130136037,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130136044,PROCENEX X 1.8 LTS,24,0,0,0,0,0
7791130136075,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130136099,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130136136,PROCENEX ,24,0,0,0,0,0
7791130136242,PROCENEX LAVANDA X 900 ML.,13,0,0,0,0,0
7791130136273,PROCENEX,12,0,0,0,0,0
7791130136280,PROCENEX X 1.8 LTS ,24,0,0,0,0,0
7791130136358,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130136365,PROCENEX X 1.8 LTS,24,0,0,0,0,0
7791130136624,PROCENEX,13,0,0,0,0,0
7791130136662,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130136723,PROCENEX X 1.8 LTS,24,0,0,0,0,0
7791130136747,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130140850,BRASSO LIQUIDO ,25,0,0,0,0,0
7791130140997,SILVO LIQUIDO ,20,0,0,0,0,0
7791130143455,PROCENEX X 5 LTS,52,0,0,0,0,0
7791130143462,PROCENEX X 5 LTS,52,0,0,0,0,0
7791130143806,JABON ESPADOL,6,0,0,0,0,0
7791130143820,ESPADOL DETTOL X 3 U.,"16,5",0,0,0,0,0
7791130146029,PROCENEX X 900 ML.,13,0,0,0,0,0
7791130148009,PROCENEX ,9,0,0,0,0,0
7791130148030,PROCENEX LIMON ,9,0,0,0,0,0
7791130148092,PROCENEX ,9,0,0,0,0,0
7791130148245,PROCEX LA VANDA ,9,0,0,0,0,0
7791130148351,PROCENEX ,9,0,0,0,0,0
7791130148559,PROSENEX X900ML,8,0,0,0,0,0
7791130148627,PROCENEX,8,0,0,0,0,0
7791130148665,PROCENEX,"7,5",0,0,0,0,0
7791130148740,PROCENEX,8,0,0,0,0,0
7791130189552,ESPADOL LIQUIDO ,18,0,0,0,0,0
7791130189569,ESPADOL DETTOL,20,0,0,0,0,0
7791130189583,ESPADOL DETTOL ,20,0,0,0,0,0
7791130189620,ESPADOL LIQUIDO X 250 ML.,19,0,0,0,0,0
7791130189651,ESPADOL LIQUIDO,18,0,0,0,0,0
7791130302586,HARPIC POWER PLUS,300,0,0,0,0,0
7791130438018,JABON ESPADOL ,6,0,0,0,0,0
7791130438025,JABON ESPADOR ,6,0,0,0,0,0
7791130438223,JABON ESPADOL X 3 U.,17,0,0,0,0,0
7791130438230,JABON ESPADOL X 3 U.,19,0,0,0,0,0
7791130681391,HARPIC X 500 ML,230,0,0,0,0,0
7791130683524,PROCENEX ,160,0,0,0,0,0
7791130683531,PROCENEX JARDIN ,160,0,0,0,0,0
7791130683661,PROCENEX,160,0,0,0,0,0
7791130683678,PROCENEX,150,0,0,0,0,0
7791130683685,PROCENEX,150,0,0,0,0,0
7791130683715,PROSENEX ,160,0,0,0,0,0
7791130683722,PROCENEX JASMIN ,160,0,0,0,0,0
7791130683746,PROCENEX ,"8,5",0,0,0,0,0
7791130683845,"PROCENEX X 1,8 LTS",165,0,0,0,0,0
7791130684330,PROCENEX PRIMAVERA ,25,0,0,0,0,0
7791130820523,JABON ESPADOL DETTOL ANTIBACTERIAL 90GR,40,0,0,0,0,0
7791130891486,SILVO LIQUIDO,20,0,0,0,0,0
7791130938280,LIBRITOS PARA PINTAR,24,0,0,0,0,0
7791130962094,PASTILLA BELAROM,22,0,0,0,0,0
7791130962155,HARPIC ADHESIVO,30,0,0,0,0,0
7791140010235,CONVIENE SIEMPRE 900ML,38,0,0,0,0,0
7791143000011,POCHOCLO JOCESITO X35G.,"0,311",0,0,0,0,0
7791150010126,CAFE ARLISTAN X 170 GR.,42,0,0,0,0,0
7791150013769,BUDIN MUSEL,35,0,0,0,0,0
7791150016036,CAFE ARLISTAN X 50GR,"7,5",0,0,0,0,0
7791150020118,OKEY BANANA X 200 GRS,"1,53",0,0,0,0,0
7791150020217,OEY FRUTILLA X 200 GRS,"0,9186",0,0,0,0,0
7791150020323,CACAO EN POLVO OKEY X 200G,"2,4",0,0,0,0,0
7791150023614,CACAO EN POLVO ZUCOA X 200 GRS,"1,3005",0,0,0,0,0
7791150093549,BUDIN MARCOLLA X 250 GR.,70,0,0,0,0,0
7791150093556,BUDIN MARCOLA ,60,0,0,0,0,0
7791150093631,PAN DULCE STEINHAUSER ,570,0,0,0,0,0
7791150093709,MARCOLA CHIPS ,170,0,0,0,0,0
7791199000515,PASTA DELTAL FRESH-DENT,90,0,0,0,0,0
7791199003028,REPELENTE FUSH SPRAY X 200.M.L,"5,0915",0,0,0,0,0
7791212231896,CUCHARITAS X 6 U.,11,0,0,0,0,0
7791229001697,HISOPOS X 100 U.,4,0,0,0,0,0
7791229152948,PAÑAL PARA ADULTOS X 50,150,0,0,0,0,0
7791229152955,PAÑAL PARA ADULTOS X 50,150,0,0,0,0,0
7791229153075,ALGODON DONNA X 75G,"0,8",0,0,0,0,0
7791234002559,FRUTAFIEL MANZANA X 200ML X12,"3,84",0,0,0,0,0
7791234002566,FRUTAFIEL FRUTILLA X 200ML X 12,"3,84",0,0,0,0,0
7791234002580,FRUTAFIEL NARANJA X 200 ML X 12,"3,84",0,0,0,0,0
7791234123452,RINDE 30 LAVADOS 3 LTS,135,0,0,0,0,0
7791234567232,CONVIENE X 3 LTS,135,0,0,0,0,0
7791234567249,LIMPIADOR AROMATIZANTE CONVIENE 900ML ,38,0,0,0,0,0
7791234567263,CONVIENE X 800 ML.,50,0,0,0,0,0
7791237896568,BOLSA DE CONSORCIO 80 X 110,1040,0,0,0,0,0
7791240601081,CEPILLO ,"3,5",0,0,0,0,0
7791241000432,LECHE ENTERA,17,0,0,0,0,0
7791241000449,LECHE DESCREMADA,17,0,0,0,0,0
7791249000014,ALF- CADBURY X 46GR,"0,85",0,0,0,0,0
7791249000069,ALF- MANTECOL X68G,"2,65",0,0,0,0,0
7791249000076,MANTECOL MEGA X 4 U.,"6,8",0,0,0,0,0
7791249000298,BON BON MANTECOL FAN X 30 UD,16,0,0,0,0,0
7791249000328,1/2 HORA X 200U,52,0,0,0,0,0
7791249000359,MANTECOL MEGA X 38 GR X12 U.,"9,99",0,0,0,0,0
7791249000410,PUCCA X 110 U.,9,0,0,0,0,0
7791249001929,PALITO DE LA SELVA X 660 GRS ,170,0,0,0,0,0
7791249001967,MANTECOL X 420G,"10,2",0,0,0,0,0
7791249003312,CADBURY ECLAIRS X 600GR,9,0,0,0,0,0
7791249003725,CAJA HALLS X 12 U.,3120,0,0,0,0,0
7791249005101,STANI MIEL CON MIEL ,550,0,0,0,0,0
7791249006641,YUMY NUEVO SELVA X 14 UN,"4,8",0,0,0,0,0
7791249007419,PAST. LA YAPA X36UN,3184,0,0,0,0,0
7791249007471,MANTECOL  CON NUECES X3KILOS,"35,7",0,0,0,0,0
7791249007495,BEY BLADE,"2,8",0,0,0,0,0
7791249007501,BEY BLADE X 48 UNID,"1,0396",0,0,0,0,0
7791249007594,CHICLE CARTOON X 80 UNID,"2,1",0,0,0,0,0
7791249007617,MANBRU X 80  UNI,2,0,0,0,0,0
7791249007983,MANTECOL X 80 GRS ,42,0,0,0,0,0
7791249008065,PUA FULMINANTE  60,"4,2562",0,0,0,0,0
7791249008393,STANI MIEL CON MENTA X 12 U. ,"7,395",0,0,0,0,0
7791249008720,CADBURY DAIRY MILK X72G.,75,0,0,0,0,0
7791249008737,CADBURY CAJA X12 U.,45,0,0,0,0,0
7791249008744,CADBURY-PASAS X72GR,7,0,0,0,0,0
7791249008768,CADBURY-ALMENDRASX72GR,180,0,0,0,0,0
7791249008775,CADBURY CAJA X 12 U.,42,0,0,0,0,0
7791249008867,CADBURY X170G,270,0,0,0,0,0
7791249008874,CADBURI CAJA X 12 U.  X 170 GR.,"82,01",0,0,0,0,0
7791249008881,CADWURY  PASAS X 170G,270,0,0,0,0,0
7791249008959,CADWURY ALMENDRAS X 170G,19,0,0,0,0,0
7791249009840,NBA  X 120 UNID,"3,4",0,0,0,0,0
7791249009888,MANTECOL  X  140  GRS,"1,7151",0,0,0,0,0
7791249009895,MANTECOL MEGA X12U X38GR,11,0,0,0,0,0
7791249009956,MANTECOL MEGA X3 UD,"2,55",0,0,0,0,0
7791249010495,CHICLES ADAMS X 30 U.,"29,5",0,0,0,0,0
7791249010501,CHICLES ADAMS X 30 U.,"29,5",0,0,0,0,0
7791249010518,CHICLES ADAMS ,1,0,0,0,0,0
7791249010525,CHICLES  ADAMS ,1,0,0,0,0,0
7791249010532,MANTECOL BARRA X25G X16UD,427,0,0,0,0,0
7791249010549,MANTECOL BARRA X  3U.,80,0,0,0,0,0
7791249010563,MANTECOL MEGA SPLIT X12U. X38GR,"12,325",0,0,0,0,0
7791249010570,MANTECOL  MEGA  SPLIT  X  UD,"1,02",0,0,0,0,0
7791249010648,CADBURY FRUTILLA X27G X12UD,"9,05",0,0,0,0,0
7791249010716,CADBURY CON FRUTILLA X 160GR,5,0,0,0,0,0
7791249010747,CHOCOLATE TRES SUEÑO X 12UD,"12,24",0,0,0,0,0
7791249010754,TRES SUEÑOS CROCANTE X23GR,"1,02",0,0,0,0,0
7791249010761,CHOCOLATE TRES SUEÑOS X 12UD,"12,21",0,0,0,0,0
7791249010778,CADBURY TERS SUEÑOS X80G.,"2,805",0,0,0,0,0
7791249010792,CHOCOLATE TRE SUEÑOS X 160 GR,"4,25",0,0,0,0,0
7791249011003,CADBURY INTENSE X 72G,12,0,0,0,0,0
7791249011027,CADBURY INTENSE 170GR,270,0,0,0,0,0
7791249011034,CADBURY INTENSE X 12 U.,85,0,0,0,0,0
7791249011089,CADBURY INSPIRATIONS X80G,7,0,0,0,0,0
7791249011164,CADBURY  INSPIRATIONS X 160GR,14,0,0,0,0,0
7791249011225,CADBURY FRUTILLA X27G,"0,9",0,0,0,0,0
7791249011614,PALITOS DE LA SELVA X660GR,"8,075",0,0,0,0,0
7791249013441,MANTECOL X 110G,"4,2",0,0,0,0,0
7791249013458,MANTECOL X 140G,"1,7765",0,0,0,0,0
7791249013465,MANTECOL X 280G,"3,655",0,0,0,0,0
7791249013489,MANTECOLAZO X 1.K.G,10,0,0,0,0,0
7791249013496,MANTECOL X 3.3 KG ,70,0,0,0,0,0
7791249013502,MANTECOL CON NUECES X 9 K.,250,0,0,0,0,0
7791249013526,MANTECOL MARMOLADO X 250.G.S,"1,5",0,0,0,0,0
7791249015995,MANTECOL X 280G,"3,655",0,0,0,0,0
7791249020043,BELDEN INFINIT ,"7,3",0,0,0,0,0
7791249020067,CADBURY X 3 U.,85,0,0,0,0,0
7791249020074,CADBURY FRUTILLA X 80 GR.,140,0,0,0,0,0
7791249020081,CADBURY YOGHURT X 160 GR.,52,0,0,0,0,0
7791249020098,CADBURY TRES SUEÑOS X 3U.,160,0,0,0,0,0
7791249020104,TRES SUEÑOS ,140,0,0,0,0,0
7791249020111,CADBURY TRES SUEÑO X 160GR,30,0,0,0,0,0
7791249020142,BELDEN INFINIF ,6,0,0,0,0,0
7791249021453,MANTECOL EXTREME X 4 U.,9,0,0,0,0,0
7791249022092,BELDEN SENSATION ,"2,9",0,0,0,0,0
7791249045435,YO JIRAFA X 50 U.,30,0,0,0,0,0
7791249080054,CHICLE KUNG FU PANDA X 110GR,13,0,0,0,0,0
7791249080078,PASTILLA LA YAPA X 30UD,"11,05",0,0,0,0,0
7791249412640,BON BON CADBURY X 30 U.,15,0,0,0,0,0
7791249415009,CADBURY X 12 U.,625,0,0,0,0,0
7791249415016,CADBURY FRUTILLA X 12 U.,"50,01",0,0,0,0,0
7791249415030,CADBURY TRES SUEÑOS X 12 U.,625,0,0,0,0,0
