code,descripcion,costo,precio1,precio2,precio3,precio4,precio5
6935478012382,SET DE VELÑAS ,"8,5",0,0,0,0,0
6935479520114,GUANTES LATEX ,9,0,0,0,0,0
6935525900020,COMBO SET RULER,"0,85",0,0,0,0,0
6935539602644,PLASTILINAS POTECITO,5,0,0,0,0,0
6935539602736,PLASTILINAS ESTUCHE ,"6,99",0,0,0,0,0
6935702899017,LIBRITOS PARA PINTAR,6,0,0,0,0,0
6935708234577,MARCADORES INDELEBLES X CAJA DE 12.U.D,"5,1",0,0,0,0,0
6935759640549,SET REGLAS,25,0,0,0,0,0
6935769124725,CRRECTOR X 2 U.,25,0,0,0,0,0
6935792900716,PERFUME VAPORISATEUR,19,0,0,0,0,0
6935823456892,CARGADOR PORTATIL,50,0,0,0,0,0
6935875801404,LUCES NAVIDEÑAS LED,1250,0,0,0,0,0
6935875801411,LUCES DE NAVIDAD ARROCITO X 100 ,1250,0,0,0,0,0
6935875801527,LUCES DE ARROCITOS X 100 U.,1250,0,0,0,0,0
6935875801534,LUCES NAVIDEÑAS,1250,0,0,0,0,0
6935912712058,NAIPES UNO,62,0,0,0,0,0
6935964599007,GUANTES LATEX ,13,0,0,0,0,0
6936188400360,AURICULARES AIMA,19,0,0,0,0,0
6936207800287,PEINES X 2 U.,45,0,0,0,0,0
6936230111015,AGENDITA,10,0,0,0,0,0
6936236001327,AGENDA BEN 10 ,17,0,0,0,0,0
6936298916980,"COLITAS-DE-PELO,C/BRILLO.X12UD","5,3635",0,0,0,0,0
6936298917741,COLITAS-C/ADORNO X10UD,"4,42",0,0,0,0,0
6936298917758,COLITAS FRUTILLA PAR,"1,615",0,0,0,0,0
6936298921533,TPU BAND X12UD,"3,0685",0,0,0,0,0
6936298925845,LLAVEROS METAL,"1,275",0,0,0,0,0
6936298929423,TERMINAL PARA TRENZA X12UD,"7,055",0,0,0,0,0
6936298933024,LITTLE ANGEL SET,"1,53",0,0,0,0,0
6936298935967,INVICIBLE-C/PIEDRITA-X10UD,"3,825",0,0,0,0,0
6936298935974,INVICIBLE -C /PIEDRITA-X10UD,"3,825",0,0,0,0,0
6936298935981,RESALTADORES X 4.U.D,"2,805",0,0,0,0,0
6936298937480,SET- LENTES,"2,72",0,0,0,0,0
6936298937497,ANDREA-COLLECTION-SET,"2,77",0,0,0,0,0
6936298940640,APLIQUE-DELFIN-PACK-X5UD,"1,4875",0,0,0,0,0
6936298945126,COLITAS-PESCADITO-ESTRELLITA-X6UD,"6,12",0,0,0,0,0
6936298950090,TIC-TAC-C/APLIQUE-TRASP-TIRA-X10UD,"2,38",0,0,0,0,0
6936298950168,SET-COLITA-BROCH-BINCHA-XUD,"1,7",0,0,0,0,0
6936298963625,CALCULADORA KENKO ,32,0,0,0,0,0
6936298987119,COLORES REKORD X 5UD,"3,825",0,0,0,0,0
6936298997866,CALCULADORA KENKO KK-402,"3,9525",0,0,0,0,0
6936322556656,LAPICES DE COLORES LARGO X 12 U.,"2,8",0,0,0,0,0
6936380980684,CARTAS DE POKER,40,0,0,0,0,0
6936451132226,CUADERNITOS PERSONAJES,14,0,0,0,0,0
6936508800153,HISOPOS  NOD NOD ,"1,5",0,0,0,0,0
6936582221882,MEDIAS X 3 U.,17,0,0,0,0,0
6936624707596,CARTUCHERA COMPLETA C/ CALCU,25,0,0,0,0,0
6936709099882,PILAS FULLTOTAL X 2 U.,360,0,0,0,0,0
6936711000173,LAPICERAS COLOR X 10 UD,"5,2",0,0,0,0,0
6936711009350,LAPICERAS X 50 U.,30,0,0,0,0,0
6936860710688,COLORES LARGOS X 12 U.,"6,2",0,0,0,0,0
6936860718318,PLASICOLA KATANA 60ML,"3,5",0,0,0,0,0
6936874693458,LAPICERAS X 50 U.,30,0,0,0,0,0
6936927293086,LAPIZ CORRECTOR ,"1,7",0,0,0,0,0
6936998889980,SELLADORA DE BOLSAS,60,0,0,0,0,0
6937080085310,ABROCHADORA MAS GANCHOS ,25,0,0,0,0,0
6937372211625,ROSE PRINCESS ,22,0,0,0,0,0
6937372259337,PERFUME CHANCE,17,0,0,0,0,0
6937372259344,PERFUME MILLION,17,0,0,0,0,0
6937372259368,PERFUME GIO,170,0,0,0,0,0
6937372259375,PERFUME LOCASTE,17,0,0,0,0,0
6937372262665,PERFUME EUPHORIE,17,0,0,0,0,0
6937372262672,PERFUME ONLYOU,17,0,0,0,0,0
6937445315151,TIRO AL BLANCO CON IMAN,120,0,0,0,0,0
6937449710303,CARPETAS CON FOLIO ,8,0,0,0,0,0
6937449711102,CARPETA CON FOLIOS,55,0,0,0,0,0
6937449711201,CARPETA FOLIO,770,0,0,0,0,0
6937522600385,PEINE MAS TIJERAS,17,0,0,0,0,0
6937541600069,ABROCHADORA ,8,0,0,0,0,0
6937541600106,ABROCHADORA STAPLER ,13,0,0,0,0,0
6937656900078,BRILLITO X8,12,0,0,0,0,0
6937678788067,CEPILLOS INFANTIL ,"2,6",0,0,0,0,0
6937733560324,SABONIS BOLIGRAFO X 6 U.,"9,5",0,0,0,0,0
6937754000151,3 FILOS X 2 U. GOODMAX,33,0,0,0,0,0
6937754000564,4 FILOS X 2 U.,70,0,0,0,0,0
6937754000748,AFEITADORA PRIX X 5,833,0,0,0,0,0
6937754000779,PRESTOBARBA PRIX X2,42,0,0,0,0,0
6937831758531,ALCOOL EN GEL,16,0,0,0,0,0
6938025000023,LUCES NAVIDEÑAS ARROCITO,42,0,0,0,0,0
6938025251128,LUCES NAVIDEÑAS ,1250,0,0,0,0,0
6938050960101,SOFIA THE FIRST,25,0,0,0,0,0
6938054200036,CRAYONES X12,8,0,0,0,0,0
6938159302345,AGENDAS  XN 5708,"4,2",0,0,0,0,0
6938159302659,AGENDA ,90,0,0,0,0,0
6938159302680,AGENDA,"3,3",0,0,0,0,0
6938345100984,ANOTADORES INFANTIL ,"2,5",0,0,0,0,0
6938469373462,FIBRA X 12 ,6,0,0,0,0,0
6938513200133,COLORES LARGOS X 12 U.,"6,2",0,0,0,0,0
6938654897414,SPIDER 2 ,30,0,0,0,0,0
6938784225187,LAPICERA X50,55,0,0,0,0,0
6938784225552,BALL POINT PEN WENAO,50,0,0,0,0,0
6938802660181,ACUARELA BRILLOS,120,0,0,0,0,0
6938954665140,DRAGON BALL,30,0,0,0,0,0
6938954874993,TOY STORI X 2 U.,48,0,0,0,0,0
6939020440159,LUS DE EMERGENCIA 63 LEDS,175,0,0,0,0,0
6939020560178,LUS DE EMERGENCIA,82,0,0,0,0,0
6939101303717,SKYCOLOR,410,0,0,0,0,0
6939137210867,CAJA LAPICERAS EZCO X 50 U.,28,0,0,0,0,0
6939219013263,GOMAS X5 LARGAS,15,0,0,0,0,0
6939301031236,LAPIZ PENCILS PLASTIC X 12,110,0,0,0,0,0
6939412904504,TIJERAS X 12 U.,600,0,0,0,0,0
6939412905013,TIJERAS X 6 MEDIANAS ,25,0,0,0,0,0
6939446999996,APARATO PARA MOSQUITOS ,14,0,0,0,0,0
6939518400146,DRAGON BALL Z X 5,98,0,0,0,0,0
6939612752684,RELOJ INFANTIL ,16,0,0,0,0,0
6939624303089,CEPILLO INFANTIL,15,0,0,0,0,0
6939624312517,CEPILLO INFANTIL MIRAGE,6,0,0,0,0,0
6939658744407,SUER HEROE C/LUZ,85,0,0,0,0,0
6939733406169,RESALTADORES X4,21,0,0,0,0,0
6939790104527,TIJERAS SKYCOLOR X 24 U,3000,0,0,0,0,0
6939990260580,ALCON EN GEL CON PERSONAJES,15,0,0,0,0,0
6939990260603,ALCOHOL EN GEL PARA BOLSO,12,0,0,0,0,0
6940076600022,PLANCHITA,300,0,0,0,0,0
6940176616176,POPPI MAQUILLAJE,805,0,0,0,0,0
6940176626335,MAQUILLAJE POPPI ,365,0,0,0,0,0
6940246989179,ABROCHADORA JING HE,21,0,0,0,0,0
6940348105026,CALCULADORAS KEENLY ,19,0,0,0,0,0
6940350854547,TIC-TAC-C/FORMA-TIRA-X10UD,"2,38",0,0,0,0,0
6940350863662,TIC-TAC-C/APLIQUE-X10UD,"2,1675",0,0,0,0,0
6940350864799,TIC-TAC CONEJITO X5PAR,"2,34",0,0,0,0,0
6940350866533,TIC-TAC-FORMA--X10UD,"2,1675",0,0,0,0,0
6940350866540,APLIQUE CON ADORNO 5 X 2UD,"1,9635",0,0,0,0,0
6940350868469,COLITAS-PACK-X2 X3UD,"1,955",0,0,0,0,0
6940350868483,COLITAS TICTAC  CON CARITAS 5 X 2UD,"3,1535",0,0,0,0,0
6940350868971,COLITAS-PACK-X6UD,"5,4825",0,0,0,0,0
6940350873746,SIENTIFICA KENKO,19,0,0,0,0,0
6940350874491,COLITAS CARITAS P/PELO X5PACK,"2,762",0,0,0,0,0
6940350874675,BRETEL  TRANSPARENTE X12UD,"3,485",0,0,0,0,0
6940350880683,CALCULADORA CHICA KENKO ,7,0,0,0,0,0
6940350885992,HEBILLAS ESTRELLITAS X5PAR,"2,56",0,0,0,0,0
6940350887699,CALCULADORA GRANDE ,25,0,0,0,0,0
6940350892945,SET HEBILLAS C/COLITAS NENA,"1,53",0,0,0,0,0
6940351126605,DESTORNILLADOR X 2 U.,35,0,0,0,0,0
6940351159177,PRECISION SET ,17,0,0,0,0,0
6940351159726,PEINE PIOJERO,25,0,0,0,0,0
6940360002082,SET DE REGLAS,8,0,0,0,0,0
6940360027658,AURICULARES ,72,0,0,0,0,0
6940360027665,AURICULAR,70,0,0,0,0,0
6940360027672,AURICULAR,75,0,0,0,0,0
6940515778800,JARRA ELECTRICA ,1200,0,0,0,0,0
6940580030162,TRANSFORMERS TERRA,30,0,0,0,0,0
6940845600586,CHUPETE CON CARAMELO,130,0,0,0,0,0
6940907201893,CALCULADORA GRANDE,80,0,0,0,0,0
6940978320073,PEYNE SANYU,6,0,0,0,0,0
6941121807366,NAIPES X 50 ,15,0,0,0,0,0
6941242206888,SET UÑAS GRANDE,12,0,0,0,0,0
6941326939305,DESPERTADOR SUPER,80,0,0,0,0,0
6941512309080,LAPIZ NEGRO X 12 U.HB,35,0,0,0,0,0
6941596872319,VELAS CUMPLE,10,0,0,0,0,0
6941599589528,ROMPECAVEZA INFANTIL,7,0,0,0,0,0
6941599804102,ROMPECAVEZA INFANTIL ,7,0,0,0,0,0
6941599804201,ROMPECAVEZA INFANTIL,"4,2",0,0,0,0,0
6941599804218,ROMPECAVEZA INFANTIL,"4,2",0,0,0,0,0
6941684561088,AURICULAR MARCAS,19,0,0,0,0,0
6941710100816,TOY STORY,25,0,0,0,0,0
6941998028291,MUÑECA SIRENA,40,0,0,0,0,0
6941998028338,MUÑECA CON PONY,97,0,0,0,0,0
6941998033936,MUÑECA,130,0,0,0,0,0
6941998231622,MUÑECA CON ACCESORIOS,90,0,0,0,0,0
6941998231691,MUÑECA CON ACCESORIOS,90,0,0,0,0,0
6941998231837,MUÑECA CON PONY,125,0,0,0,0,0
6941998231851,MUÑECA KE LIMPIA ,150,0,0,0,0,0
6941998231868,MUÑECA SUPERMERCADO,160,0,0,0,0,0
6941998231981,MUÑECA CON VESTIDOS ,230,0,0,0,0,0
6941998330110,MUÑECA CON ACCESORIOS,100,0,0,0,0,0
6941998330332,MUÑECA CON ACCESORIOS,100,0,0,0,0,0
6941998550068,MUÑECA CON ACCESORIOS,160,0,0,0,0,0
6941998550303,MUÑECA JULIA,100,0,0,0,0,0
6941998550334,MUÑECA CON ACCESORIOS,90,0,0,0,0,0
6942036405456,FRIBRA X 12 U.,6,0,0,0,0,0
6942039713114,CEPILLO Y PEINE,"8,5",0,0,0,0,0
6942105475243,LAPICERAS X 10 U.,12,0,0,0,0,0
6942138900019,PELOTA PLAYA ,200,0,0,0,0,0
6942138900026,PELOTA PLAYERA ,1500,0,0,0,0,0
6942138900033,PELOTA PLAYERA ,210,0,0,0,0,0
6942138900088,SALVAVIDAS GRANDE,1000,0,0,0,0,0
6942138900422,PILETA TRES AROS,330,0,0,0,0,0
6942138900439,PILETA 91CM X 66CM BESTWAY,1700,0,0,0,0,0
6942138905625,PILETA INFLABLE 64CM X 25``,1250,0,0,0,0,0
6942138905663,PILETA BEBE ,1700,0,0,0,0,0
6942138905670,PELOTERO INFLABLE ,3700,0,0,0,0,0
6942138913965,PELOTERO INFLABLE ,6700,0,0,0,0,0
6942138914641,ANTIPARRA,410,0,0,0,0,0
6942138914702,ANTIPARRAS ,250,0,0,0,0,0
6942138914788,SET AGUA HIDRO SWIM ,1000,0,0,0,0,0
6942138914795,SET PILETA INFANTIL,2500,0,0,0,0,0
6942138915648,PILETA MEDIANA ,5000,0,0,0,0,0
6942138915655,PILETA GRANDE,1700,0,0,0,0,0
6942138915662,PILETA GRANDE,1300,0,0,0,0,0
6942138915693,PILETA CHICA,300,0,0,0,0,0
6942138915730,INFLABLE UP IN OVER ,250,0,0,0,0,0
6942138915761,CHALECO SALVAVIDAS ,1000,0,0,0,0,0
6942138915839,INFLABLE ASIENTO X 69CM,1250,0,0,0,0,0
6942138917796,INFLADOR ,500,0,0,0,0,0
6942138919059,ANTIPARRAS INFANTILES ,1250,0,0,0,0,0
6942138919066,ANTIPARRAS HIDRO SWIM,420,0,0,0,0,0
6942138919134,ANTIPARRAS,340,0,0,0,0,0
6942138919233,SET DE SNORKEL,160,0,0,0,0,0
6942138919240,SET AGUA HIDRO PRO,1000,0,0,0,0,0
6942138919288,SET AGUA CON PATAS DE RANA,2500,0,0,0,0,0
6942138920048,ANTIPARRAS INFANTILES ,420,0,0,0,0,0
6942138920543,SALVAVIDAS PESCADITO X 81CM,2250,0,0,0,0,0
6942138921960,CANGREJO BESTWAY,750,0,0,0,0,0
6942138925906,SALVAVIDAS OJO,700,0,0,0,0,0
6942138929713,CHALECO BESTWAY 41CM 30CM,250,0,0,0,0,0
6942138930016,PELOTA BESTWAY,130,0,0,0,0,0
6942138930023,PELOTA PLAYERA ,210,0,0,0,0,0
6942138930054,PELOTA INFLABLE,80,0,0,0,0,0
6942138930153,BRACITOS BESTWAY,670,0,0,0,0,0
6942138930436,INFLABLE CON BOLANTE ,1700,0,0,0,0,0
6942138930559,SALVAVIDAS BESTWAY,2085,0,0,0,0,0
6942138930566,SALBAVIDAS ,670,0,0,0,0,0
6942138930573,SALVAVIDA RUEDA ,1080,0,0,0,0,0
6942138930603,SALVAVIDAS REDONDO MEDIANO,840,0,0,0,0,0
6942138930658,SALVAVIDAS DE RANITA ,365,0,0,0,0,0
6942138934328,SALVAVIDAS BARBIE,2250,0,0,0,0,0
6942138934335,BRAZITOS DE BARBIE,680,0,0,0,0,0
6942138934359,SALVAVIDAS DE CHICOS,2250,0,0,0,0,0
6942138934618,HELICOPTER BALL PIT FISHER PRICE BESTWAY,6700,0,0,0,0,0
6942138936100,INFLABLE CABLLITO 86CM X 63CM,2100,0,0,0,0,0
6942138939064,SALVAVIDAS DONA ,1000,0,0,0,0,0
6942138940480,COLCHONETA INFLABLE,410,0,0,0,0,0
6942138949759,RUEDA DE COLORES INFLABLE  ,2085,0,0,0,0,0
6942138950021,PILETA GRANDE,130,0,0,0,0,0
6942138950205,CASITA UP IN OVER BESTWAY CARPA,12500,0,0,0,0,0
6942138950519,PILETA 2 AROS 2.01CM X 1.50CM X 51CM,6670,0,0,0,0,0
6942138967432,SALVAVIDAS UNICORNIO,2500,0,0,0,0,0
6942138975307,SALVAVIDAS CHICO,1600,0,0,0,0,0
6942139318837,CRAYONES X 6 U.,5,0,0,0,0,0
6942139318851,CRAYONES COLOR CRAYONS X 12 U.,58,0,0,0,0,0
6942424272011,PORTA COSMETICOS PINK ,250,0,0,0,0,0
6942466400182,MARCADORES PERMANENTES,4,0,0,0,0,0
6942616010247,PAPEL FIL,"3,8",0,0,0,0,0
6942687608602,LUZ DE EMERGENCIA,400,0,0,0,0,0
6942868785122,PISTOLA,15,0,0,0,0,0
6942927701261,CEPILLO DE DIENTES BOJIE,5,0,0,0,0,0
6943082910055,ENCENDEDOR JIGANTE ,7,0,0,0,0,0
6943208300029,COLORES TIGRES X 12 ,"3,1",0,0,0,0,0
6943447135222,IRON MAN 3 ,158,0,0,0,0,0
6943447170315,MUÑECO CON CARETA ,160,0,0,0,0,0
6943447170339,THOR ,158,0,0,0,0,0
6943447288546,MUÑECO CON CARETA ,158,0,0,0,0,0
6943447291898,MUÑECO CON CARETA ,160,0,0,0,0,0
6943478301429,TRANSFORMERS GRANDE,370,0,0,0,0,0
6943478681187,SUPER HERO THOR,90,0,0,0,0,0
6943508682269,ROMPECABEZAS,6,0,0,0,0,0
6943512888886,PINSAS DEPILATORIAS X 6 U.,20,0,0,0,0,0
6943526036952,GOMA BLANCA X 30 U,450,0,0,0,0,0
6943526067895,GOMAS BORRA TINTA X 42 U ,1800,0,0,0,0,0
6943526076323,GOMA BORRA TINTA X 30,1800,0,0,0,0,0
6943538100047,TIJERITA SCHOOL,"1,55",0,0,0,0,0
6943538100207,TIJERAS CON FORMAS,8,0,0,0,0,0
6943614860513,DRAGON BALL Z ,30,0,0,0,0,0
6943698330216,STAR WARS NUEVO,47,0,0,0,0,0
6943779364895,COLORES NEW ELITE,315,0,0,0,0,0
6944049300032,GOMITAS PARA PULCERAS ,17,0,0,0,0,0
6944977122126,POMADA BIVI,45,0,0,0,0,0
6945208300030,COLORES TIGRE LARGOS ,"3,01",0,0,0,0,0
6945397545977,LUCES NAVIDEÑAS ARROCITO,100,0,0,0,0,0
6945484213017,TRANSFORME ROBOT AUTO,420,0,0,0,0,0
6945484213024,TRANSFORMERS,120,0,0,0,0,0
6945484213031,TRANSFORMES ROBOT PRIME,230,0,0,0,0,0
6945484213208,TRANSFORMERS,200,0,0,0,0,0
6945484281481,TAIKONGSHENRS ROBOT ,105,0,0,0,0,0
6945484299684,TRASFORMERS,85,0,0,0,0,0
6945484680604,FROZEN X 6 U.,60,0,0,0,0,0
6945507877080,CEPILLO DIENTES INFANTIL,13,0,0,0,0,0
6945507882039,CEPILLO DE DIENTE KEEENEX ,"1,3",0,0,0,0,0
6945507888635,CEPILLO INFANTIL,"2,6",0,0,0,0,0
6945507891253,CEPILLOS DE DIENTES X UD,"1,6",0,0,0,0,0
6945507898030,CEPILLOS ,"1,01",0,0,0,0,0
6945567895116,STIKERS 3D,"4,5",0,0,0,0,0
6945647918186,CALCULADORA KK 818,46,0,0,0,0,0
6945647988806,CALCULADORA KK-880A,2520,0,0,0,0,0
6945674507735,MEDIVACHA,15,0,0,0,0,0
6945678910111,MIGHTY BEANS ,8,0,0,0,0,0
6945690062058,NINJA SAMURAY ,25,0,0,0,0,0
6945794153027,DESTORNILLADOR 6 EN 1,25,0,0,0,0,0
6945809701120,SET DE PEINE X 12 U.,25,0,0,0,0,0
6945809705036,SET DE PEINE,15,0,0,0,0,0
6945831814027,MUÑECOS HOME X5,100,0,0,0,0,0
6945875081416,BAKUGAN,15,0,0,0,0,0
6945888683010,SPIDERMAN 2,30,0,0,0,0,0
6946169839010,ENCENDEDOR MINI MAGICLIK,250,0,0,0,0,0
6946358012569,COLORES X 12 U CORTO ,335,0,0,0,0,0
6946358012576,COLORES X6,5,0,0,0,0,0
6946370010482,CALCULADORA GRANDE,110,0,0,0,0,0
6946370022010,CALCULADORA CON COLGANTE ,9,0,0,0,0,0
6946809105253,LANSA TAZO,50,0,0,0,0,0
6946992777824,STICKER 3D,15,0,0,0,0,0
6947012832257,PAVA X 2 LTS.RIKON,200,0,0,0,0,0
6947014802265,GANCHOS CLIPS ,25,0,0,0,0,0
6947016688881,MEDIBACHA ,15,0,0,0,0,0
6947187361484,SET COSTURERA,10,0,0,0,0,0
6947267029068,PERFUME FAR AWAY,21,0,0,0,0,0
6947662203193,STIKER PHOTO FRAME,17,0,0,0,0,0
6947731000227,HOWHEELS COLECCION ,22,0,0,0,0,0
6947860505037,ABROCHADORA STAPLER,18,0,0,0,0,0
6947860511038,PERFORADORA,200,0,0,0,0,0
6947860590262,ABOCHADORA,25,0,0,0,0,0
6947880092180,MARCADORES X 18 U. ESTUCHE,900,0,0,0,0,0
6948122309189,CEPILLO SNOPY,"3,3",0,0,0,0,0
6948122309196,CEPILLO DE DIENTE ,10,0,0,0,0,0
6948161482409,PERFUMERIA ADVENT,21,0,0,0,0,0
6948161482447,PERFUME LANAO ,21,0,0,0,0,0
6948161482683,PERFUME LAN A O,21,0,0,0,0,0
6948161482706,PERFUME XCL POWER,21,0,0,0,0,0
6948727030129,PERCHAS X 10 U.,170,0,0,0,0,0
6948735300573,WATER COLOUR ,25,0,0,0,0,0
6949014591262,CUADERNITO PERSONAJES ,14,0,0,0,0,0
6949053748566,MINI RESALTADORES,18,0,0,0,0,0
6949053752266,RESALTADOR X4,20,0,0,0,0,0
6949279100209,ESPEJO GRANDE  ,170,0,0,0,0,0
6949279100322,ESPEJO CUADRADO,150,0,0,0,0,0
6949279100339,ESPEJO REDONDO,150,0,0,0,0,0
6949279100414,ESPEJITO,"7,5",0,0,0,0,0
6949279100421,ESPEJO CORAZON ,150,0,0,0,0,0
6949302585058,CEPILLO ,6,0,0,0,0,0
6949351000212,SECADOR VICARE,210,0,0,0,0,0
6949830502855,SET GEOMETRIA ,13,0,0,0,0,0
6950546240689,DRAGONBALL Z X 2 U.,120,0,0,0,0,0
6950865400702,SET SOMBRAS LAVIAL,14,0,0,0,0,0
6950866021425,COLORES X 12 CORTOS ,85,0,0,0,0,0
6950948000157,SECADOR DE PELO ,32,0,0,0,0,0
6950999800157,PLANCHITA,680,0,0,0,0,0
6951588633200,SECADOR PELO,130,0,0,0,0,0
6952014000818,LIBRITOS DE PINTAR,6,0,0,0,0,0
6952036952331,CARAMELO LABIAL BARBIE,125,0,0,0,0,0
6952061900741,CALCULADORA CIENTIFICA ,60,0,0,0,0,0
6952094310784,ABROCHADORA STAPLER,25,0,0,0,0,0
6952541219943,CUCHARITAS DE METAL X6,250,0,0,0,0,0
6952637752682,RELOJ PRINCESA,18,0,0,0,0,0
6952850054303,MINIONS ,25,0,0,0,0,0
6952938324571,MEDIBACHA ,"8,5",0,0,0,0,0
6952938328487,CALCULADORA GRANDE ,18,0,0,0,0,0
6952938332903,CALCULADORA,100,0,0,0,0,0
6952938333535,CALCULADORA ,26,0,0,0,0,0
6952938371896,CRAYONS X 12,4,0,0,0,0,0
6953083202202,LAPICERA BORRA TINTA,60,0,0,0,0,0
6953176610365,ABRELATAS,400,0,0,0,0,0
6953176610389,DESTAPADOR MAINSTAYS,200,0,0,0,0,0
6953201661676,PIZARRA MAGICA,15,0,0,0,0,0
6953290710491,CALCULADORA GRANDE,80,0,0,0,0,0
6953332588538,LOLOLOL CAJITA,270,0,0,0,0,0
6953471260333,SABONIS RETRACTIL X 6 U.,"9,5",0,0,0,0,0
6953471260340,SABONIS RETRACTIL X 32 U.,46,0,0,0,0,0
6953571200123,BRILLITOS X 12 U.,13,0,0,0,0,0
6953571200987,FLUOR X 6 U.,13,0,0,0,0,0
6953571211181,BRILLITO X8,"18,5",0,0,0,0,0
6954207431812,CALCULADORA ,"15,5",0,0,0,0,0
6954220400314,ENCENDEDOR MAGICKLIC,4000,0,0,0,0,0
6954223080230,BEAUTY MAKE UP ESPONJA PARA MAQUILLAJE,40,0,0,0,0,0
6954325668886,RELOJ DE CHICOS ,100,0,0,0,0,0
6954485400029,CUTTER KNIFE ,900,0,0,0,0,0
6954576081359,CEPILLO X 12 U.,80,0,0,0,0,0
6954842276687,CEPILLO DE DIENTES ,117,0,0,0,0,0
6954883215881,TIJERA,20,0,0,0,0,0
6955170100170,CUCHILLA CON FUNDA,6,0,0,0,0,0
6955170100187,CUCHILLO CON FUNDA,10,0,0,0,0,0
6955172900044,AGENDA 36 K.,13,0,0,0,0,0
6955172900068,AGENDA 60 K.,10,0,0,0,0,0
6955230200116,MAGICLIC ,60,0,0,0,0,0
6955421668817,JUEGO DE GOMITAS ,50,0,0,0,0,0
6955487091499,TORTUGAS X 4 U,102,0,0,0,0,0
6955510565065,ABROCHADORAS STAPLER ,70,0,0,0,0,0
6955549319080,PLANCHITA 3 FUNCIONES,300,0,0,0,0,0
6955782545581,STICKER ,15,0,0,0,0,0
6956218105195,ORGANIZADOR DE DOCUMENTOS ,189,0,0,0,0,0
6956244320159,TIRO AL BLANCO,50,0,0,0,0,0
6956317500204,SET DE PEINE,14,0,0,0,0,0
6956335300336,SOMBRAS,14,0,0,0,0,0
6956368619771,VENTILADOR MULTIFUNCION,12500,0,0,0,0,0
6956372900896,RAQUETA MATA MOSCA,60,0,0,0,0,0
6956489417256,AURICULARES,18,0,0,0,0,0
6956721493192,SOFIA,22,0,0,0,0,0
6956721539685,SOFIA X 2 U.,25,0,0,0,0,0
6956781941534,TUBO DE COLORES PENCILS X 12,1250,0,0,0,0,0
6956798431820,CALCULADORAS KD 3181A,55,0,0,0,0,0
6956798478009,CALCULADORA JIGANTE,80,0,0,0,0,0
6956798496331,CALCULADORA GRANDE,85,0,0,0,0,0
6956893682110,MINIONS X 4 U.,80,0,0,0,0,0
6956893682936,DESPICABLE ME ,48,0,0,0,0,0
6956909127925,PEPPA PIG X4,160,0,0,0,0,0
6957038181888,COMPAS DE METAL,120,0,0,0,0,0
6957061104021,CALCULADORA,63,0,0,0,0,0
6957139705129,CALCULADORA KARUIDA ,45,0,0,0,0,0
6957208000025,VELAS CUMPLE,5,0,0,0,0,0
6957221208484,PAVA POTENT,190,0,0,0,0,0
6957792000043,ANOTADOR,8,0,0,0,0,0
6957811044584,TARJETERO,20,0,0,0,0,0
6957854885571,MAQUINA DE AFEITAR ,53,0,0,0,0,0
6957871002098,ABROCHADORA ,33,0,0,0,0,0
6957909127410,PEPPA PIG X2,80,0,0,0,0,0
6957927702248,COLORES LARGOS X 12 U.,13,0,0,0,0,0
6957962014177,FIBRON X 5 U/ RESALTADOR X 3,280,0,0,0,0,0
6957962628121,MANTEL,60,0,0,0,0,0
6958096866250,CUCHARAS X 5 U,7,0,0,0,0,0
6958341233219,AURICULAR MANOS LIBRES,19,0,0,0,0,0
6958401158773,PINCELES,20,0,0,0,0,0
6958468526324,SET DE PEINES ,85,0,0,0,0,0
6958570609397,SOGA DE PLASTICO,100,0,0,0,0,0
6958575913369,SOGA INFANTIL,15,0,0,0,0,0
6958636186756,TATUAJES,8,0,0,0,0,0
6958720822010,PEINE X 6,12,0,0,0,0,0
6958868881634,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868881825,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868881924,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868881931,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868883102,CARPA SE CHICOS ,12500,0,0,0,0,0
6958868883201,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868883300,CARPA DE NIÑOS,12500,0,0,0,0,0
6958868883409,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868887056,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868887063,CARPA DE NIÑOS ,12500,0,0,0,0,0
6958868887223,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868889104,CARPA DE CHICOS ,12500,0,0,0,0,0
6958868889203,CARPA DE CHICOS ,12500,0,0,0,0,0
6958919890899,SHERIFF,105,0,0,0,0,0
6958956528007,HI FI AURICULARES,195,0,0,0,0,0
6959378101809,AURICULARES JBL,180,0,0,0,0,0
6959403200057,CALCULADORA ,100,0,0,0,0,0
6959456470087,RESALTADORES X 4 U,24,0,0,0,0,0
6959456471022,RESALTADOR X4,21,0,0,0,0,0
6959512204083,SELLO INFANTIL,15,0,0,0,0,0
6959512204120,SELLO INFANTIL,15,0,0,0,0,0
6959554900165,SET DE PEINE,30,0,0,0,0,0
6959930310427,ENCENDEDORES CAJA X 50 U.,150,0,0,0,0,0
6959930320426,ENCENDEDORES X 50 U.,150,0,0,0,0,0
6960168127701,PEPA PIG X 4 U.,1900,0,0,0,0,0
